year,areakm,municipality,geocode_ibge,state,municipio,codigo_ibge,gentilico,prefeito,area_km2,populacao_2022,densidade_2022,populacao_estimada_2024,escolarizacao_6a14_2010,idhm_2010,mortalidade_infantil_2022,receitas_2022,despesas_2022,pib_per_capita_2021,desmatamento_per_capita,idhm_cat
2009,23.34307615993181,Almeirim,1500503,Para,Almeirim,1500503,almeiriense,MARIA LUCIDALVA BEZERRA DE CARVALHO,72968.578,34280.0,0.47,36334.0,95.8,0.642,19.2,202173805.64,200206866.1,20220.01,0.0006809532135336001,Alto
2010,38.54389291374376,Almeirim,1500503,Para,Almeirim,1500503,almeiriense,MARIA LUCIDALVA BEZERRA DE CARVALHO,72968.578,34280.0,0.47,36334.0,95.8,0.642,19.2,202173805.64,200206866.1,20220.01,0.0011243842740298647,Alto
2011,6.486189809948875,Almeirim,1500503,Para,Almeirim,1500503,almeiriense,MARIA LUCIDALVA BEZERRA DE CARVALHO,72968.578,34280.0,0.47,36334.0,95.8,0.642,19.2,202173805.64,200206866.1,20220.01,0.00018921207146875365,Alto
2012,19.48644721676855,Almeirim,1500503,Para,Almeirim,1500503,almeiriense,MARIA LUCIDALVA BEZERRA DE CARVALHO,72968.578,34280.0,0.47,36334.0,95.8,0.642,19.2,202173805.64,200206866.1,20220.01,0.0005684494520644268,Alto
2013,9.176219814073836,Almeirim,1500503,Para,Almeirim,1500503,almeiriense,MARIA LUCIDALVA BEZERRA DE CARVALHO,72968.578,34280.0,0.47,36334.0,95.8,0.642,19.2,202173805.64,200206866.1,20220.01,0.0002676843586369264,Alto
2014,23.47965219949605,Almeirim,1500503,Para,Almeirim,1500503,almeiriense,MARIA LUCIDALVA BEZERRA DE CARVALHO,72968.578,34280.0,0.47,36334.0,95.8,0.642,19.2,202173805.64,200206866.1,20220.01,0.0006849373453761975,Alto
2015,12.138711951041724,Almeirim,1500503,Para,Almeirim,1500503,almeiriense,MARIA LUCIDALVA BEZERRA DE CARVALHO,72968.578,34280.0,0.47,36334.0,95.8,0.642,19.2,202173805.64,200206866.1,20220.01,0.0003541047827025007,Alto
2016,14.965068575314394,Almeirim,1500503,Para,Almeirim,1500503,almeiriense,MARIA LUCIDALVA BEZERRA DE CARVALHO,72968.578,34280.0,0.47,36334.0,95.8,0.642,19.2,202173805.64,200206866.1,20220.01,0.00043655392576763107,Alto
2017,20.799116040915415,Almeirim,1500503,Para,Almeirim,1500503,almeiriense,MARIA LUCIDALVA BEZERRA DE CARVALHO,72968.578,34280.0,0.47,36334.0,95.8,0.642,19.2,202173805.64,200206866.1,20220.01,0.0006067420081947321,Alto
2018,18.592933222383177,Almeirim,1500503,Para,Almeirim,1500503,almeiriense,MARIA LUCIDALVA BEZERRA DE CARVALHO,72968.578,34280.0,0.47,36334.0,95.8,0.642,19.2,202173805.64,200206866.1,20220.01,0.0005423842830333482,Alto
2019,29.67244562072369,Almeirim,1500503,Para,Almeirim,1500503,almeiriense,MARIA LUCIDALVA BEZERRA DE CARVALHO,72968.578,34280.0,0.47,36334.0,95.8,0.642,19.2,202173805.64,200206866.1,20220.01,0.0008655905957037249,Alto
2020,24.70141536916831,Almeirim,1500503,Para,Almeirim,1500503,almeiriense,MARIA LUCIDALVA BEZERRA DE CARVALHO,72968.578,34280.0,0.47,36334.0,95.8,0.642,19.2,202173805.64,200206866.1,20220.01,0.000720578044608177,Alto
2021,31.54043403667862,Almeirim,1500503,Para,Almeirim,1500503,almeiriense,MARIA LUCIDALVA BEZERRA DE CARVALHO,72968.578,34280.0,0.47,36334.0,95.8,0.642,19.2,202173805.64,200206866.1,20220.01,0.0009200826731819901,Alto
2022,18.384417573209586,Almeirim,1500503,Para,Almeirim,1500503,almeiriense,MARIA LUCIDALVA BEZERRA DE CARVALHO,72968.578,34280.0,0.47,36334.0,95.8,0.642,19.2,202173805.64,200206866.1,20220.01,0.0005363015628124149,Alto
2023,22.806592030402932,Almeirim,1500503,Para,Almeirim,1500503,almeiriense,MARIA LUCIDALVA BEZERRA DE CARVALHO,72968.578,34280.0,0.47,36334.0,95.8,0.642,19.2,202173805.64,200206866.1,20220.01,0.0006653031514119876,Alto
2024,29.931589678863254,Almeirim,1500503,Para,Almeirim,1500503,almeiriense,MARIA LUCIDALVA BEZERRA DE CARVALHO,72968.578,34280.0,0.47,36334.0,95.8,0.642,19.2,202173805.64,200206866.1,20220.01,0.000873150224004179,Alto
2007,5813.721635636335,Altamira,1500602,Para,Altamira,1500602,altamirense,LOREDAN DE ANDRADE MELLO,159533.306,126279.0,0.79,136982.0,93.1,0.665,13.58,604073937.62,641586004.7,26595.8,0.046038705054968244,Alto
2008,339.6219893591748,Altamira,1500602,Para,Altamira,1500602,altamirense,LOREDAN DE ANDRADE MELLO,159533.306,126279.0,0.79,136982.0,93.1,0.665,13.58,604073937.62,641586004.7,26595.8,0.0026894573868907323,Alto
2009,388.93491380446903,Altamira,1500602,Para,Altamira,1500602,altamirense,LOREDAN DE ANDRADE MELLO,159533.306,126279.0,0.79,136982.0,93.1,0.665,13.58,604073937.62,641586004.7,26595.8,0.0030799651074562596,Alto
2010,193.8513381367604,Altamira,1500602,Para,Altamira,1500602,altamirense,LOREDAN DE ANDRADE MELLO,159533.306,126279.0,0.79,136982.0,93.1,0.665,13.58,604073937.62,641586004.7,26595.8,0.0015351035258179143,Alto
2011,249.8950287131776,Altamira,1500602,Para,Altamira,1500602,altamirense,LOREDAN DE ANDRADE MELLO,159533.306,126279.0,0.79,136982.0,93.1,0.665,13.58,604073937.62,641586004.7,26595.8,0.001978912002099934,Alto
2012,228.95971312344585,Altamira,1500602,Para,Altamira,1500602,altamirense,LOREDAN DE ANDRADE MELLO,159533.306,126279.0,0.79,136982.0,93.1,0.665,13.58,604073937.62,641586004.7,26595.8,0.0018131258017837159,Alto
2013,296.53594671169327,Altamira,1500602,Para,Altamira,1500602,altamirense,LOREDAN DE ANDRADE MELLO,159533.306,126279.0,0.79,136982.0,93.1,0.665,13.58,604073937.62,641586004.7,26595.8,0.002348260175577042,Alto
2014,294.22794684756883,Altamira,1500602,Para,Altamira,1500602,altamirense,LOREDAN DE ANDRADE MELLO,159533.306,126279.0,0.79,136982.0,93.1,0.665,13.58,604073937.62,641586004.7,26595.8,0.002329983186813079,Alto
2015,308.1992204157817,Altamira,1500602,Para,Altamira,1500602,altamirense,LOREDAN DE ANDRADE MELLO,159533.306,126279.0,0.79,136982.0,93.1,0.665,13.58,604073937.62,641586004.7,26595.8,0.002440621325919446,Alto
2016,408.6537982400085,Altamira,1500602,Para,Altamira,1500602,altamirense,LOREDAN DE ANDRADE MELLO,159533.306,126279.0,0.79,136982.0,93.1,0.665,13.58,604073937.62,641586004.7,26595.8,0.003236118422223873,Alto
2017,224.21683681958973,Altamira,1500602,Para,Altamira,1500602,altamirense,LOREDAN DE ANDRADE MELLO,159533.306,126279.0,0.79,136982.0,93.1,0.665,13.58,604073937.62,641586004.7,26595.8,0.001775567092070651,Alto
2018,429.95288544050953,Altamira,1500602,Para,Altamira,1500602,altamirense,LOREDAN DE ANDRADE MELLO,159533.306,126279.0,0.79,136982.0,93.1,0.665,13.58,604073937.62,641586004.7,26595.8,0.0034047853201285214,Alto
2019,575.075842070961,Altamira,1500602,Para,Altamira,1500602,altamirense,LOREDAN DE ANDRADE MELLO,159533.306,126279.0,0.79,136982.0,93.1,0.665,13.58,604073937.62,641586004.7,26595.8,0.004554010105171573,Alto
2020,797.6865334027787,Altamira,1500602,Para,Altamira,1500602,altamirense,LOREDAN DE ANDRADE MELLO,159533.306,126279.0,0.79,136982.0,93.1,0.665,13.58,604073937.62,641586004.7,26595.8,0.006316858174381953,Alto
2021,765.5287860339106,Altamira,1500602,Para,Altamira,1500602,altamirense,LOREDAN DE ANDRADE MELLO,159533.306,126279.0,0.79,136982.0,93.1,0.665,13.58,604073937.62,641586004.7,26595.8,0.006062201839054084,Alto
2022,626.0215439675537,Altamira,1500602,Para,Altamira,1500602,altamirense,LOREDAN DE ANDRADE MELLO,159533.306,126279.0,0.79,136982.0,93.1,0.665,13.58,604073937.62,641586004.7,26595.8,0.0049574477463992725,Alto
2023,317.6962792321475,Altamira,1500602,Para,Altamira,1500602,altamirense,LOREDAN DE ANDRADE MELLO,159533.306,126279.0,0.79,136982.0,93.1,0.665,13.58,604073937.62,641586004.7,26595.8,0.0025158282789073997,Alto
2024,166.63037932670895,Altamira,1500602,Para,Altamira,1500602,altamirense,LOREDAN DE ANDRADE MELLO,159533.306,126279.0,0.79,136982.0,93.1,0.665,13.58,604073937.62,641586004.7,26595.8,0.0013195414861276139,Alto
2007,170.6569854675272,Anajas,1500701,Para,Anajás,1500701,anajaense,VIVALDO MENDES CONCEIÇÃO,6913.64,28011.0,4.05,30003.0,90.6,0.484,10.17,154184770.86,152177093.6,8607.88,0.006092498856432373,Baixo
2008,0.0,Anajas,1500701,Para,Anajás,1500701,anajaense,VIVALDO MENDES CONCEIÇÃO,6913.64,28011.0,4.05,30003.0,90.6,0.484,10.17,154184770.86,152177093.6,8607.88,0.0,Baixo
2009,1.028289285344722,Anajas,1500701,Para,Anajás,1500701,anajaense,VIVALDO MENDES CONCEIÇÃO,6913.64,28011.0,4.05,30003.0,90.6,0.484,10.17,154184770.86,152177093.6,8607.88,3.671019547123352e-05,Baixo
2010,11.978023453442315,Anajas,1500701,Para,Anajás,1500701,anajaense,VIVALDO MENDES CONCEIÇÃO,6913.64,28011.0,4.05,30003.0,90.6,0.484,10.17,154184770.86,152177093.6,8607.88,0.00042761855890337063,Baixo
2011,0.3067108001629317,Anajas,1500701,Para,Anajás,1500701,anajaense,VIVALDO MENDES CONCEIÇÃO,6913.64,28011.0,4.05,30003.0,90.6,0.484,10.17,154184770.86,152177093.6,8607.88,1.0949655498301798e-05,Baixo
2012,0.0925813166379668,Anajas,1500701,Para,Anajás,1500701,anajaense,VIVALDO MENDES CONCEIÇÃO,6913.64,28011.0,4.05,30003.0,90.6,0.484,10.17,154184770.86,152177093.6,8607.88,3.305177131768477e-06,Baixo
2013,0.0,Anajas,1500701,Para,Anajás,1500701,anajaense,VIVALDO MENDES CONCEIÇÃO,6913.64,28011.0,4.05,30003.0,90.6,0.484,10.17,154184770.86,152177093.6,8607.88,0.0,Baixo
2014,0.0,Anajas,1500701,Para,Anajás,1500701,anajaense,VIVALDO MENDES CONCEIÇÃO,6913.64,28011.0,4.05,30003.0,90.6,0.484,10.17,154184770.86,152177093.6,8607.88,0.0,Baixo
2015,0.1056042041201989,Anajas,1500701,Para,Anajás,1500701,anajaense,VIVALDO MENDES CONCEIÇÃO,6913.64,28011.0,4.05,30003.0,90.6,0.484,10.17,154184770.86,152177093.6,8607.88,3.770097608803645e-06,Baixo
2016,0.3790389884144489,Anajas,1500701,Para,Anajás,1500701,anajaense,VIVALDO MENDES CONCEIÇÃO,6913.64,28011.0,4.05,30003.0,90.6,0.484,10.17,154184770.86,152177093.6,8607.88,1.3531790668467705e-05,Baixo
2017,0.0,Anajas,1500701,Para,Anajás,1500701,anajaense,VIVALDO MENDES CONCEIÇÃO,6913.64,28011.0,4.05,30003.0,90.6,0.484,10.17,154184770.86,152177093.6,8607.88,0.0,Baixo
2018,0.0,Anajas,1500701,Para,Anajás,1500701,anajaense,VIVALDO MENDES CONCEIÇÃO,6913.64,28011.0,4.05,30003.0,90.6,0.484,10.17,154184770.86,152177093.6,8607.88,0.0,Baixo
2019,0.3941495568236798,Anajas,1500701,Para,Anajás,1500701,anajaense,VIVALDO MENDES CONCEIÇÃO,6913.64,28011.0,4.05,30003.0,90.6,0.484,10.17,154184770.86,152177093.6,8607.88,1.4071241898671229e-05,Baixo
2020,0.8951300692990054,Anajas,1500701,Para,Anajás,1500701,anajaense,VIVALDO MENDES CONCEIÇÃO,6913.64,28011.0,4.05,30003.0,90.6,0.484,10.17,154184770.86,152177093.6,8607.88,3.1956376755524806e-05,Baixo
2021,0.9718692758230686,Anajas,1500701,Para,Anajás,1500701,anajaense,VIVALDO MENDES CONCEIÇÃO,6913.64,28011.0,4.05,30003.0,90.6,0.484,10.17,154184770.86,152177093.6,8607.88,3.469598642758447e-05,Baixo
2022,0.1331565852474091,Anajas,1500701,Para,Anajás,1500701,anajaense,VIVALDO MENDES CONCEIÇÃO,6913.64,28011.0,4.05,30003.0,90.6,0.484,10.17,154184770.86,152177093.6,8607.88,4.753724795523511e-06,Baixo
2023,0.1965568987568205,Anajas,1500701,Para,Anajás,1500701,anajaense,VIVALDO MENDES CONCEIÇÃO,6913.64,28011.0,4.05,30003.0,90.6,0.484,10.17,154184770.86,152177093.6,8607.88,7.01713251068582e-06,Baixo
2024,0.0758778752994583,Anajas,1500701,Para,Anajás,1500701,anajaense,VIVALDO MENDES CONCEIÇÃO,6913.64,28011.0,4.05,30003.0,90.6,0.484,10.17,154184770.86,152177093.6,8607.88,2.7088599228680983e-06,Baixo
2007,87.1067058679244,Ananindeua,1500800,Para,Ananindeua,1500800,ananindeuense,DANIEL BARBOSA SANTOS,190.59,478778.0,2512.2,507838.0,96.7,0.718,14.49,1490564531.6,1486578514.0,16542.68,0.0001819354813043298,Alto
2008,0.0,Ananindeua,1500800,Para,Ananindeua,1500800,ananindeuense,DANIEL BARBOSA SANTOS,190.59,478778.0,2512.2,507838.0,96.7,0.718,14.49,1490564531.6,1486578514.0,16542.68,0.0,Alto
2009,0.0,Ananindeua,1500800,Para,Ananindeua,1500800,ananindeuense,DANIEL BARBOSA SANTOS,190.59,478778.0,2512.2,507838.0,96.7,0.718,14.49,1490564531.6,1486578514.0,16542.68,0.0,Alto
2010,0.0711188497871711,Ananindeua,1500800,Para,Ananindeua,1500800,ananindeuense,DANIEL BARBOSA SANTOS,190.59,478778.0,2512.2,507838.0,96.7,0.718,14.49,1490564531.6,1486578514.0,16542.68,1.485424346715411e-07,Alto
2011,0.0,Ananindeua,1500800,Para,Ananindeua,1500800,ananindeuense,DANIEL BARBOSA SANTOS,190.59,478778.0,2512.2,507838.0,96.7,0.718,14.49,1490564531.6,1486578514.0,16542.68,0.0,Alto
2012,0.0830101906735353,Ananindeua,1500800,Para,Ananindeua,1500800,ananindeuense,DANIEL BARBOSA SANTOS,190.59,478778.0,2512.2,507838.0,96.7,0.718,14.49,1490564531.6,1486578514.0,16542.68,1.7337929201745966e-07,Alto
2013,0.0,Ananindeua,1500800,Para,Ananindeua,1500800,ananindeuense,DANIEL BARBOSA SANTOS,190.59,478778.0,2512.2,507838.0,96.7,0.718,14.49,1490564531.6,1486578514.0,16542.68,0.0,Alto
2014,0.0,Ananindeua,1500800,Para,Ananindeua,1500800,ananindeuense,DANIEL BARBOSA SANTOS,190.59,478778.0,2512.2,507838.0,96.7,0.718,14.49,1490564531.6,1486578514.0,16542.68,0.0,Alto
2015,0.0,Ananindeua,1500800,Para,Ananindeua,1500800,ananindeuense,DANIEL BARBOSA SANTOS,190.59,478778.0,2512.2,507838.0,96.7,0.718,14.49,1490564531.6,1486578514.0,16542.68,0.0,Alto
2016,0.0,Ananindeua,1500800,Para,Ananindeua,1500800,ananindeuense,DANIEL BARBOSA SANTOS,190.59,478778.0,2512.2,507838.0,96.7,0.718,14.49,1490564531.6,1486578514.0,16542.68,0.0,Alto
2017,0.0,Ananindeua,1500800,Para,Ananindeua,1500800,ananindeuense,DANIEL BARBOSA SANTOS,190.59,478778.0,2512.2,507838.0,96.7,0.718,14.49,1490564531.6,1486578514.0,16542.68,0.0,Alto
2018,0.0,Ananindeua,1500800,Para,Ananindeua,1500800,ananindeuense,DANIEL BARBOSA SANTOS,190.59,478778.0,2512.2,507838.0,96.7,0.718,14.49,1490564531.6,1486578514.0,16542.68,0.0,Alto
2019,0.0,Ananindeua,1500800,Para,Ananindeua,1500800,ananindeuense,DANIEL BARBOSA SANTOS,190.59,478778.0,2512.2,507838.0,96.7,0.718,14.49,1490564531.6,1486578514.0,16542.68,0.0,Alto
2020,0.0,Ananindeua,1500800,Para,Ananindeua,1500800,ananindeuense,DANIEL BARBOSA SANTOS,190.59,478778.0,2512.2,507838.0,96.7,0.718,14.49,1490564531.6,1486578514.0,16542.68,0.0,Alto
2021,0.0,Ananindeua,1500800,Para,Ananindeua,1500800,ananindeuense,DANIEL BARBOSA SANTOS,190.59,478778.0,2512.2,507838.0,96.7,0.718,14.49,1490564531.6,1486578514.0,16542.68,0.0,Alto
2022,0.0,Ananindeua,1500800,Para,Ananindeua,1500800,ananindeuense,DANIEL BARBOSA SANTOS,190.59,478778.0,2512.2,507838.0,96.7,0.718,14.49,1490564531.6,1486578514.0,16542.68,0.0,Alto
2023,0.0,Ananindeua,1500800,Para,Ananindeua,1500800,ananindeuense,DANIEL BARBOSA SANTOS,190.59,478778.0,2512.2,507838.0,96.7,0.718,14.49,1490564531.6,1486578514.0,16542.68,0.0,Alto
2024,0.0,Ananindeua,1500800,Para,Ananindeua,1500800,ananindeuense,DANIEL BARBOSA SANTOS,190.59,478778.0,2512.2,507838.0,96.7,0.718,14.49,1490564531.6,1486578514.0,16542.68,0.0,Alto
2007,1845.3857856876712,Anapu,1500859,Para,Anapu,1500859,anapuense,LUIZ CARLOS AGUIAR LEITE,11895.27,31850.0,2.68,34947.0,94.2,0.548,17.15,154248691.61,153697497.6,20061.15,0.05793989907967571,Baixo
2008,74.62669637906592,Anapu,1500859,Para,Anapu,1500859,anapuense,LUIZ CARLOS AGUIAR LEITE,11895.27,31850.0,2.68,34947.0,94.2,0.548,17.15,154248691.61,153697497.6,20061.15,0.0023430673902375483,Baixo
2009,26.76604166116152,Anapu,1500859,Para,Anapu,1500859,anapuense,LUIZ CARLOS AGUIAR LEITE,11895.27,31850.0,2.68,34947.0,94.2,0.548,17.15,154248691.61,153697497.6,20061.15,0.0008403780741337997,Baixo
2010,77.50600804557838,Anapu,1500859,Para,Anapu,1500859,anapuense,LUIZ CARLOS AGUIAR LEITE,11895.27,31850.0,2.68,34947.0,94.2,0.548,17.15,154248691.61,153697497.6,20061.15,0.0024334696403635284,Baixo
2011,223.26593787860864,Anapu,1500859,Para,Anapu,1500859,anapuense,LUIZ CARLOS AGUIAR LEITE,11895.27,31850.0,2.68,34947.0,94.2,0.548,17.15,154248691.61,153697497.6,20061.15,0.007009919556628215,Baixo
2012,15.828314449444454,Anapu,1500859,Para,Anapu,1500859,anapuense,LUIZ CARLOS AGUIAR LEITE,11895.27,31850.0,2.68,34947.0,94.2,0.548,17.15,154248691.61,153697497.6,20061.15,0.0004969643469213329,Baixo
2013,19.161279711186623,Anapu,1500859,Para,Anapu,1500859,anapuense,LUIZ CARLOS AGUIAR LEITE,11895.27,31850.0,2.68,34947.0,94.2,0.548,17.15,154248691.61,153697497.6,20061.15,0.0006016100380278374,Baixo
2014,32.10045130364817,Anapu,1500859,Para,Anapu,1500859,anapuense,LUIZ CARLOS AGUIAR LEITE,11895.27,31850.0,2.68,34947.0,94.2,0.548,17.15,154248691.61,153697497.6,20061.15,0.0010078634632228625,Baixo
2015,95.11183780196777,Anapu,1500859,Para,Anapu,1500859,anapuense,LUIZ CARLOS AGUIAR LEITE,11895.27,31850.0,2.68,34947.0,94.2,0.548,17.15,154248691.61,153697497.6,20061.15,0.0029862429451167276,Baixo
2016,85.49029881944048,Anapu,1500859,Para,Anapu,1500859,anapuense,LUIZ CARLOS AGUIAR LEITE,11895.27,31850.0,2.68,34947.0,94.2,0.548,17.15,154248691.61,153697497.6,20061.15,0.002684153809087613,Baixo
2017,98.43099279751124,Anapu,1500859,Para,Anapu,1500859,anapuense,LUIZ CARLOS AGUIAR LEITE,11895.27,31850.0,2.68,34947.0,94.2,0.548,17.15,154248691.61,153697497.6,20061.15,0.0030904550328888928,Baixo
2018,56.35094426890621,Anapu,1500859,Para,Anapu,1500859,anapuense,LUIZ CARLOS AGUIAR LEITE,11895.27,31850.0,2.68,34947.0,94.2,0.548,17.15,154248691.61,153697497.6,20061.15,0.0017692604166061605,Baixo
2019,217.31258541849567,Anapu,1500859,Para,Anapu,1500859,anapuense,LUIZ CARLOS AGUIAR LEITE,11895.27,31850.0,2.68,34947.0,94.2,0.548,17.15,154248691.61,153697497.6,20061.15,0.00682300111204068,Baixo
2020,111.94868902581244,Anapu,1500859,Para,Anapu,1500859,anapuense,LUIZ CARLOS AGUIAR LEITE,11895.27,31850.0,2.68,34947.0,94.2,0.548,17.15,154248691.61,153697497.6,20061.15,0.003514872496885791,Baixo
2021,133.74369541000132,Anapu,1500859,Para,Anapu,1500859,anapuense,LUIZ CARLOS AGUIAR LEITE,11895.27,31850.0,2.68,34947.0,94.2,0.548,17.15,154248691.61,153697497.6,20061.15,0.004199174110204124,Baixo
2022,108.23945055799145,Anapu,1500859,Para,Anapu,1500859,anapuense,LUIZ CARLOS AGUIAR LEITE,11895.27,31850.0,2.68,34947.0,94.2,0.548,17.15,154248691.61,153697497.6,20061.15,0.003398412890360799,Baixo
2023,95.72291367705787,Anapu,1500859,Para,Anapu,1500859,anapuense,LUIZ CARLOS AGUIAR LEITE,11895.27,31850.0,2.68,34947.0,94.2,0.548,17.15,154248691.61,153697497.6,20061.15,0.003005429000849541,Baixo
2024,56.84979123420708,Anapu,1500859,Para,Anapu,1500859,anapuense,LUIZ CARLOS AGUIAR LEITE,11895.27,31850.0,2.68,34947.0,94.2,0.548,17.15,154248691.61,153697497.6,20061.15,0.0017849228017019492,Baixo
2007,721.894344617923,Augusto Correa,1500909,Para,Augusto Corrêa,1500909,augusto-correense,FRANCISCO EDINALDO QUEIROZ DE OLIVEIRA,1099.58,44573.0,40.53,47596.0,93.6,0.52,18.62,207502977.81,197638851.3,7750.19,0.016195776470462456,Baixo
2008,0.3134231725368131,Augusto Correa,1500909,Para,Augusto Corrêa,1500909,augusto-correense,FRANCISCO EDINALDO QUEIROZ DE OLIVEIRA,1099.58,44573.0,40.53,47596.0,93.6,0.52,18.62,207502977.81,197638851.3,7750.19,7.031682241195637e-06,Baixo
2009,0.3903537788577094,Augusto Correa,1500909,Para,Augusto Corrêa,1500909,augusto-correense,FRANCISCO EDINALDO QUEIROZ DE OLIVEIRA,1099.58,44573.0,40.53,47596.0,93.6,0.52,18.62,207502977.81,197638851.3,7750.19,8.75762858362034e-06,Baixo
2010,0.1360282652659684,Augusto Correa,1500909,Para,Augusto Corrêa,1500909,augusto-correense,FRANCISCO EDINALDO QUEIROZ DE OLIVEIRA,1099.58,44573.0,40.53,47596.0,93.6,0.52,18.62,207502977.81,197638851.3,7750.19,3.051808612073865e-06,Baixo
2011,0.0,Augusto Correa,1500909,Para,Augusto Corrêa,1500909,augusto-correense,FRANCISCO EDINALDO QUEIROZ DE OLIVEIRA,1099.58,44573.0,40.53,47596.0,93.6,0.52,18.62,207502977.81,197638851.3,7750.19,0.0,Baixo
2012,0.0,Augusto Correa,1500909,Para,Augusto Corrêa,1500909,augusto-correense,FRANCISCO EDINALDO QUEIROZ DE OLIVEIRA,1099.58,44573.0,40.53,47596.0,93.6,0.52,18.62,207502977.81,197638851.3,7750.19,0.0,Baixo
2013,0.0,Augusto Correa,1500909,Para,Augusto Corrêa,1500909,augusto-correense,FRANCISCO EDINALDO QUEIROZ DE OLIVEIRA,1099.58,44573.0,40.53,47596.0,93.6,0.52,18.62,207502977.81,197638851.3,7750.19,0.0,Baixo
2014,0.0,Augusto Correa,1500909,Para,Augusto Corrêa,1500909,augusto-correense,FRANCISCO EDINALDO QUEIROZ DE OLIVEIRA,1099.58,44573.0,40.53,47596.0,93.6,0.52,18.62,207502977.81,197638851.3,7750.19,0.0,Baixo
2015,0.1863689384625742,Augusto Correa,1500909,Para,Augusto Corrêa,1500909,augusto-correense,FRANCISCO EDINALDO QUEIROZ DE OLIVEIRA,1099.58,44573.0,40.53,47596.0,93.6,0.52,18.62,207502977.81,197638851.3,7750.19,4.181206974234945e-06,Baixo
2016,0.0,Augusto Correa,1500909,Para,Augusto Corrêa,1500909,augusto-correense,FRANCISCO EDINALDO QUEIROZ DE OLIVEIRA,1099.58,44573.0,40.53,47596.0,93.6,0.52,18.62,207502977.81,197638851.3,7750.19,0.0,Baixo
2017,0.0,Augusto Correa,1500909,Para,Augusto Corrêa,1500909,augusto-correense,FRANCISCO EDINALDO QUEIROZ DE OLIVEIRA,1099.58,44573.0,40.53,47596.0,93.6,0.52,18.62,207502977.81,197638851.3,7750.19,0.0,Baixo
2018,0.0,Augusto Correa,1500909,Para,Augusto Corrêa,1500909,augusto-correense,FRANCISCO EDINALDO QUEIROZ DE OLIVEIRA,1099.58,44573.0,40.53,47596.0,93.6,0.52,18.62,207502977.81,197638851.3,7750.19,0.0,Baixo
2019,0.0,Augusto Correa,1500909,Para,Augusto Corrêa,1500909,augusto-correense,FRANCISCO EDINALDO QUEIROZ DE OLIVEIRA,1099.58,44573.0,40.53,47596.0,93.6,0.52,18.62,207502977.81,197638851.3,7750.19,0.0,Baixo
2020,0.0,Augusto Correa,1500909,Para,Augusto Corrêa,1500909,augusto-correense,FRANCISCO EDINALDO QUEIROZ DE OLIVEIRA,1099.58,44573.0,40.53,47596.0,93.6,0.52,18.62,207502977.81,197638851.3,7750.19,0.0,Baixo
2021,0.0,Augusto Correa,1500909,Para,Augusto Corrêa,1500909,augusto-correense,FRANCISCO EDINALDO QUEIROZ DE OLIVEIRA,1099.58,44573.0,40.53,47596.0,93.6,0.52,18.62,207502977.81,197638851.3,7750.19,0.0,Baixo
2022,0.0,Augusto Correa,1500909,Para,Augusto Corrêa,1500909,augusto-correense,FRANCISCO EDINALDO QUEIROZ DE OLIVEIRA,1099.58,44573.0,40.53,47596.0,93.6,0.52,18.62,207502977.81,197638851.3,7750.19,0.0,Baixo
2023,0.3060583370234578,Augusto Correa,1500909,Para,Augusto Corrêa,1500909,augusto-correense,FRANCISCO EDINALDO QUEIROZ DE OLIVEIRA,1099.58,44573.0,40.53,47596.0,93.6,0.52,18.62,207502977.81,197638851.3,7750.19,6.866451372433038e-06,Baixo
