year,areakm,municipality,geocode_ibge,state,municipio,codigo_ibge,gentilico,prefeito,area_km2,populacao_2022,densidade_2022,populacao_estimada_2024,escolarizacao_6a14_2010,idhm_2010,mortalidade_infantil_2022,receitas_2022,despesas_2022,pib_per_capita_2021,desmatamento_per_capita,idhm_cat
2011,0.3144255177249682,Santo Antonio do Taua,1507003,Para,Santo Antônio do Tauá,1507003,tauaense,RODRIGO DE AMORIM PINTO,537.618,27461.0,51.08,29134.0,98.9,0.632,21.79,114288017.75,118830863.6,14702.56,1.1449893220384115e-05,Alto
2012,0.0,Santo Antonio do Taua,1507003,Para,Santo Antônio do Tauá,1507003,tauaense,RODRIGO DE AMORIM PINTO,537.618,27461.0,51.08,29134.0,98.9,0.632,21.79,114288017.75,118830863.6,14702.56,0.0,Alto
2013,0.4597095688128553,Santo Antonio do Taua,1507003,Para,Santo Antônio do Tauá,1507003,tauaense,RODRIGO DE AMORIM PINTO,537.618,27461.0,51.08,29134.0,98.9,0.632,21.79,114288017.75,118830863.6,14702.56,1.6740452598698346e-05,Alto
2014,0.0783676013275739,Santo Antonio do Taua,1507003,Para,Santo Antônio do Tauá,1507003,tauaense,RODRIGO DE AMORIM PINTO,537.618,27461.0,51.08,29134.0,98.9,0.632,21.79,114288017.75,118830863.6,14702.56,2.85377813362856e-06,Alto
2015,0.22263593241224,Santo Antonio do Taua,1507003,Para,Santo Antônio do Tauá,1507003,tauaense,RODRIGO DE AMORIM PINTO,537.618,27461.0,51.08,29134.0,98.9,0.632,21.79,114288017.75,118830863.6,14702.56,8.107349783774807e-06,Alto
2016,0.0,Santo Antonio do Taua,1507003,Para,Santo Antônio do Tauá,1507003,tauaense,RODRIGO DE AMORIM PINTO,537.618,27461.0,51.08,29134.0,98.9,0.632,21.79,114288017.75,118830863.6,14702.56,0.0,Alto
2017,0.2470051585807202,Santo Antonio do Taua,1507003,Para,Santo Antônio do Tauá,1507003,tauaense,RODRIGO DE AMORIM PINTO,537.618,27461.0,51.08,29134.0,98.9,0.632,21.79,114288017.75,118830863.6,14702.56,8.9947619744627e-06,Alto
2018,0.0,Santo Antonio do Taua,1507003,Para,Santo Antônio do Tauá,1507003,tauaense,RODRIGO DE AMORIM PINTO,537.618,27461.0,51.08,29134.0,98.9,0.632,21.79,114288017.75,118830863.6,14702.56,0.0,Alto
2019,0.0,Santo Antonio do Taua,1507003,Para,Santo Antônio do Tauá,1507003,tauaense,RODRIGO DE AMORIM PINTO,537.618,27461.0,51.08,29134.0,98.9,0.632,21.79,114288017.75,118830863.6,14702.56,0.0,Alto
2020,0.3866768993670818,Santo Antonio do Taua,1507003,Para,Santo Antônio do Tauá,1507003,tauaense,RODRIGO DE AMORIM PINTO,537.618,27461.0,51.08,29134.0,98.9,0.632,21.79,114288017.75,118830863.6,14702.56,1.4080947502533842e-05,Alto
2021,0.4705798787659689,Santo Antonio do Taua,1507003,Para,Santo Antônio do Tauá,1507003,tauaense,RODRIGO DE AMORIM PINTO,537.618,27461.0,51.08,29134.0,98.9,0.632,21.79,114288017.75,118830863.6,14702.56,1.7136297977712715e-05,Alto
2022,0.0,Santo Antonio do Taua,1507003,Para,Santo Antônio do Tauá,1507003,tauaense,RODRIGO DE AMORIM PINTO,537.618,27461.0,51.08,29134.0,98.9,0.632,21.79,114288017.75,118830863.6,14702.56,0.0,Alto
2023,0.1206611349572689,Santo Antonio do Taua,1507003,Para,Santo Antônio do Tauá,1507003,tauaense,RODRIGO DE AMORIM PINTO,537.618,27461.0,51.08,29134.0,98.9,0.632,21.79,114288017.75,118830863.6,14702.56,4.393908996659587e-06,Alto
2024,0.1557802164499498,Santo Antonio do Taua,1507003,Para,Santo Antônio do Tauá,1507003,tauaense,RODRIGO DE AMORIM PINTO,537.618,27461.0,51.08,29134.0,98.9,0.632,21.79,114288017.75,118830863.6,14702.56,5.672780177340585e-06,Alto
2007,228.86030703752095,Sao Caetano de Odivelas,1507102,Para,São Caetano de Odivelas,1507102,odivelense,FELIPA RODRIGUES DOS SANTOS RENDEIRO,464.166,16666.0,35.91,17248.0,96.2,0.585,9.76,82277826.36,113361889.7,10061.58,0.013732167708959615,Médio
2008,3.6665300319522873,Sao Caetano de Odivelas,1507102,Para,São Caetano de Odivelas,1507102,odivelense,FELIPA RODRIGUES DOS SANTOS RENDEIRO,464.166,16666.0,35.91,17248.0,96.2,0.585,9.76,82277826.36,113361889.7,10061.58,0.0002200006019412149,Médio
2009,0.3373228881926329,Sao Caetano de Odivelas,1507102,Para,São Caetano de Odivelas,1507102,odivelense,FELIPA RODRIGUES DOS SANTOS RENDEIRO,464.166,16666.0,35.91,17248.0,96.2,0.585,9.76,82277826.36,113361889.7,10061.58,2.024018289887393e-05,Médio
2010,0.3794228786142944,Sao Caetano de Odivelas,1507102,Para,São Caetano de Odivelas,1507102,odivelense,FELIPA RODRIGUES DOS SANTOS RENDEIRO,464.166,16666.0,35.91,17248.0,96.2,0.585,9.76,82277826.36,113361889.7,10061.58,2.2766283368192394e-05,Médio
2011,0.3962486342695445,Sao Caetano de Odivelas,1507102,Para,São Caetano de Odivelas,1507102,odivelense,FELIPA RODRIGUES DOS SANTOS RENDEIRO,464.166,16666.0,35.91,17248.0,96.2,0.585,9.76,82277826.36,113361889.7,10061.58,2.3775869090936308e-05,Médio
2012,0.0,Sao Caetano de Odivelas,1507102,Para,São Caetano de Odivelas,1507102,odivelense,FELIPA RODRIGUES DOS SANTOS RENDEIRO,464.166,16666.0,35.91,17248.0,96.2,0.585,9.76,82277826.36,113361889.7,10061.58,0.0,Médio
2013,0.4791343813638721,Sao Caetano de Odivelas,1507102,Para,São Caetano de Odivelas,1507102,odivelense,FELIPA RODRIGUES DOS SANTOS RENDEIRO,464.166,16666.0,35.91,17248.0,96.2,0.585,9.76,82277826.36,113361889.7,10061.58,2.874921285034634e-05,Médio
2014,0.0,Sao Caetano de Odivelas,1507102,Para,São Caetano de Odivelas,1507102,odivelense,FELIPA RODRIGUES DOS SANTOS RENDEIRO,464.166,16666.0,35.91,17248.0,96.2,0.585,9.76,82277826.36,113361889.7,10061.58,0.0,Médio
2015,0.2300951383988831,Sao Caetano de Odivelas,1507102,Para,São Caetano de Odivelas,1507102,odivelense,FELIPA RODRIGUES DOS SANTOS RENDEIRO,464.166,16666.0,35.91,17248.0,96.2,0.585,9.76,82277826.36,113361889.7,10061.58,1.380626055435516e-05,Médio
2016,1.314465007240342,Sao Caetano de Odivelas,1507102,Para,São Caetano de Odivelas,1507102,odivelense,FELIPA RODRIGUES DOS SANTOS RENDEIRO,464.166,16666.0,35.91,17248.0,96.2,0.585,9.76,82277826.36,113361889.7,10061.58,7.887105527663159e-05,Médio
2017,0.3257297403664718,Sao Caetano de Odivelas,1507102,Para,São Caetano de Odivelas,1507102,odivelense,FELIPA RODRIGUES DOS SANTOS RENDEIRO,464.166,16666.0,35.91,17248.0,96.2,0.585,9.76,82277826.36,113361889.7,10061.58,1.9544566204636492e-05,Médio
2018,0.3329254182013498,Sao Caetano de Odivelas,1507102,Para,São Caetano de Odivelas,1507102,odivelense,FELIPA RODRIGUES DOS SANTOS RENDEIRO,464.166,16666.0,35.91,17248.0,96.2,0.585,9.76,82277826.36,113361889.7,10061.58,1.997632414504679e-05,Médio
2019,0.1847633133602194,Sao Caetano de Odivelas,1507102,Para,São Caetano de Odivelas,1507102,odivelense,FELIPA RODRIGUES DOS SANTOS RENDEIRO,464.166,16666.0,35.91,17248.0,96.2,0.585,9.76,82277826.36,113361889.7,10061.58,1.1086242251303216e-05,Médio
2020,0.9001228548882512,Sao Caetano de Odivelas,1507102,Para,São Caetano de Odivelas,1507102,odivelense,FELIPA RODRIGUES DOS SANTOS RENDEIRO,464.166,16666.0,35.91,17248.0,96.2,0.585,9.76,82277826.36,113361889.7,10061.58,5.4009531674562053e-05,Médio
2021,0.3782680685359488,Sao Caetano de Odivelas,1507102,Para,São Caetano de Odivelas,1507102,odivelense,FELIPA RODRIGUES DOS SANTOS RENDEIRO,464.166,16666.0,35.91,17248.0,96.2,0.585,9.76,82277826.36,113361889.7,10061.58,2.2696991991836603e-05,Médio
2022,0.1758173896600356,Sao Caetano de Odivelas,1507102,Para,São Caetano de Odivelas,1507102,odivelense,FELIPA RODRIGUES DOS SANTOS RENDEIRO,464.166,16666.0,35.91,17248.0,96.2,0.585,9.76,82277826.36,113361889.7,10061.58,1.0549465358216465e-05,Médio
2023,0.7718601543235802,Sao Caetano de Odivelas,1507102,Para,São Caetano de Odivelas,1507102,odivelense,FELIPA RODRIGUES DOS SANTOS RENDEIRO,464.166,16666.0,35.91,17248.0,96.2,0.585,9.76,82277826.36,113361889.7,10061.58,4.631346179788673e-05,Médio
2024,0.0,Sao Caetano de Odivelas,1507102,Para,São Caetano de Odivelas,1507102,odivelense,FELIPA RODRIGUES DOS SANTOS RENDEIRO,464.166,16666.0,35.91,17248.0,96.2,0.585,9.76,82277826.36,113361889.7,10061.58,0.0,Médio
2007,1261.8166797572994,Sao Domingos do Araguaia,1507151,Para,São Domingos do Araguaia,1507151,são dominguense do araguaia,ELIZANE SOARES DA SILVA,1392.464,21092.0,15.15,21638.0,96.1,0.594,2.85,108971352.22,112309822.6,13837.78,0.05982442062190876,Médio
2008,9.658587492271137,Sao Domingos do Araguaia,1507151,Para,São Domingos do Araguaia,1507151,são dominguense do araguaia,ELIZANE SOARES DA SILVA,1392.464,21092.0,15.15,21638.0,96.1,0.594,2.85,108971352.22,112309822.6,13837.78,0.0004579265831723467,Médio
2009,9.902168522807006,Sao Domingos do Araguaia,1507151,Para,São Domingos do Araguaia,1507151,são dominguense do araguaia,ELIZANE SOARES DA SILVA,1392.464,21092.0,15.15,21638.0,96.1,0.594,2.85,108971352.22,112309822.6,13837.78,0.0004694750864217242,Médio
2010,5.439150879225771,Sao Domingos do Araguaia,1507151,Para,São Domingos do Araguaia,1507151,são dominguense do araguaia,ELIZANE SOARES DA SILVA,1392.464,21092.0,15.15,21638.0,96.1,0.594,2.85,108971352.22,112309822.6,13837.78,0.0002578774359579827,Médio
2011,1.930393375205749,Sao Domingos do Araguaia,1507151,Para,São Domingos do Araguaia,1507151,são dominguense do araguaia,ELIZANE SOARES DA SILVA,1392.464,21092.0,15.15,21638.0,96.1,0.594,2.85,108971352.22,112309822.6,13837.78,9.152253817588417e-05,Médio
2012,0.8689167310812014,Sao Domingos do Araguaia,1507151,Para,São Domingos do Araguaia,1507151,são dominguense do araguaia,ELIZANE SOARES DA SILVA,1392.464,21092.0,15.15,21638.0,96.1,0.594,2.85,108971352.22,112309822.6,13837.78,4.119650725778501e-05,Médio
2013,2.3535361608754077,Sao Domingos do Araguaia,1507151,Para,São Domingos do Araguaia,1507151,são dominguense do araguaia,ELIZANE SOARES DA SILVA,1392.464,21092.0,15.15,21638.0,96.1,0.594,2.85,108971352.22,112309822.6,13837.78,0.00011158430499124823,Médio
2014,2.4468228226179547,Sao Domingos do Araguaia,1507151,Para,São Domingos do Araguaia,1507151,são dominguense do araguaia,ELIZANE SOARES DA SILVA,1392.464,21092.0,15.15,21638.0,96.1,0.594,2.85,108971352.22,112309822.6,13837.78,0.0001160071507025391,Médio
2015,0.8873120286421767,Sao Domingos do Araguaia,1507151,Para,São Domingos do Araguaia,1507151,são dominguense do araguaia,ELIZANE SOARES DA SILVA,1392.464,21092.0,15.15,21638.0,96.1,0.594,2.85,108971352.22,112309822.6,13837.78,4.2068652979431855e-05,Médio
2016,2.5789303954612373,Sao Domingos do Araguaia,1507151,Para,São Domingos do Araguaia,1507151,são dominguense do araguaia,ELIZANE SOARES DA SILVA,1392.464,21092.0,15.15,21638.0,96.1,0.594,2.85,108971352.22,112309822.6,13837.78,0.00012227054785991074,Médio
2017,1.554619736775421,Sao Domingos do Araguaia,1507151,Para,São Domingos do Araguaia,1507151,são dominguense do araguaia,ELIZANE SOARES DA SILVA,1392.464,21092.0,15.15,21638.0,96.1,0.594,2.85,108971352.22,112309822.6,13837.78,7.370660614334445e-05,Médio
2018,1.0169210471185115,Sao Domingos do Araguaia,1507151,Para,São Domingos do Araguaia,1507151,são dominguense do araguaia,ELIZANE SOARES DA SILVA,1392.464,21092.0,15.15,21638.0,96.1,0.594,2.85,108971352.22,112309822.6,13837.78,4.8213590324223e-05,Médio
2019,1.4821481954483178,Sao Domingos do Araguaia,1507151,Para,São Domingos do Araguaia,1507151,são dominguense do araguaia,ELIZANE SOARES DA SILVA,1392.464,21092.0,15.15,21638.0,96.1,0.594,2.85,108971352.22,112309822.6,13837.78,7.027063319971163e-05,Médio
2020,1.5697667775672803,Sao Domingos do Araguaia,1507151,Para,São Domingos do Araguaia,1507151,são dominguense do araguaia,ELIZANE SOARES DA SILVA,1392.464,21092.0,15.15,21638.0,96.1,0.594,2.85,108971352.22,112309822.6,13837.78,7.442474765632848e-05,Médio
2021,1.5049898003486033,Sao Domingos do Araguaia,1507151,Para,São Domingos do Araguaia,1507151,são dominguense do araguaia,ELIZANE SOARES DA SILVA,1392.464,21092.0,15.15,21638.0,96.1,0.594,2.85,108971352.22,112309822.6,13837.78,7.135358431389168e-05,Médio
2022,1.423660361973805,Sao Domingos do Araguaia,1507151,Para,São Domingos do Araguaia,1507151,são dominguense do araguaia,ELIZANE SOARES DA SILVA,1392.464,21092.0,15.15,21638.0,96.1,0.594,2.85,108971352.22,112309822.6,13837.78,6.74976465946238e-05,Médio
2023,1.3548008309006323,Sao Domingos do Araguaia,1507151,Para,São Domingos do Araguaia,1507151,são dominguense do araguaia,ELIZANE SOARES DA SILVA,1392.464,21092.0,15.15,21638.0,96.1,0.594,2.85,108971352.22,112309822.6,13837.78,6.423292390008687e-05,Médio
2024,0.6314396385052691,Sao Domingos do Araguaia,1507151,Para,São Domingos do Araguaia,1507151,são dominguense do araguaia,ELIZANE SOARES DA SILVA,1392.464,21092.0,15.15,21638.0,96.1,0.594,2.85,108971352.22,112309822.6,13837.78,2.993739989120373e-05,Médio
2007,1319.808870154645,Sao Domingos do Capim,1507201,Para,São Domingos do Capim,1507201,capinense,ORIVALDO DAS NEVES OLIVEIRA,1686.765,30599.0,18.14,32449.0,96.4,0.532,9.9,150565725.31,141035385.5,13579.38,0.04313241838473954,Baixo
2008,11.960280047957164,Sao Domingos do Capim,1507201,Para,São Domingos do Capim,1507201,capinense,ORIVALDO DAS NEVES OLIVEIRA,1686.765,30599.0,18.14,32449.0,96.4,0.532,9.9,150565725.31,141035385.5,13579.38,0.0003908715986782955,Baixo
2009,1.51504069440665,Sao Domingos do Capim,1507201,Para,São Domingos do Capim,1507201,capinense,ORIVALDO DAS NEVES OLIVEIRA,1686.765,30599.0,18.14,32449.0,96.4,0.532,9.9,150565725.31,141035385.5,13579.38,4.951275186792542e-05,Baixo
2010,1.0707654166956226,Sao Domingos do Capim,1507201,Para,São Domingos do Capim,1507201,capinense,ORIVALDO DAS NEVES OLIVEIRA,1686.765,30599.0,18.14,32449.0,96.4,0.532,9.9,150565725.31,141035385.5,13579.38,3.499347745663658e-05,Baixo
2011,3.0017849915109083,Sao Domingos do Capim,1507201,Para,São Domingos do Capim,1507201,capinense,ORIVALDO DAS NEVES OLIVEIRA,1686.765,30599.0,18.14,32449.0,96.4,0.532,9.9,150565725.31,141035385.5,13579.38,9.810075464920123e-05,Baixo
2012,0.8767612601938993,Sao Domingos do Capim,1507201,Para,São Domingos do Capim,1507201,capinense,ORIVALDO DAS NEVES OLIVEIRA,1686.765,30599.0,18.14,32449.0,96.4,0.532,9.9,150565725.31,141035385.5,13579.38,2.8653265145720428e-05,Baixo
2013,1.962296557130544,Sao Domingos do Capim,1507201,Para,São Domingos do Capim,1507201,capinense,ORIVALDO DAS NEVES OLIVEIRA,1686.765,30599.0,18.14,32449.0,96.4,0.532,9.9,150565725.31,141035385.5,13579.38,6.412943420146227e-05,Baixo
2014,0.9391767061482884,Sao Domingos do Capim,1507201,Para,São Domingos do Capim,1507201,capinense,ORIVALDO DAS NEVES OLIVEIRA,1686.765,30599.0,18.14,32449.0,96.4,0.532,9.9,150565725.31,141035385.5,13579.38,3.069305226145588e-05,Baixo
2015,1.7749113589839547,Sao Domingos do Capim,1507201,Para,São Domingos do Capim,1507201,capinense,ORIVALDO DAS NEVES OLIVEIRA,1686.765,30599.0,18.14,32449.0,96.4,0.532,9.9,150565725.31,141035385.5,13579.38,5.800553478819421e-05,Baixo
2016,2.707215725705299,Sao Domingos do Capim,1507201,Para,São Domingos do Capim,1507201,capinense,ORIVALDO DAS NEVES OLIVEIRA,1686.765,30599.0,18.14,32449.0,96.4,0.532,9.9,150565725.31,141035385.5,13579.38,8.847399345420763e-05,Baixo
2017,11.43519545480981,Sao Domingos do Capim,1507201,Para,São Domingos do Capim,1507201,capinense,ORIVALDO DAS NEVES OLIVEIRA,1686.765,30599.0,18.14,32449.0,96.4,0.532,9.9,150565725.31,141035385.5,13579.38,0.0003737114106607997,Baixo
2018,0.9119603961360055,Sao Domingos do Capim,1507201,Para,São Domingos do Capim,1507201,capinense,ORIVALDO DAS NEVES OLIVEIRA,1686.765,30599.0,18.14,32449.0,96.4,0.532,9.9,150565725.31,141035385.5,13579.38,2.980360129860471e-05,Baixo
2019,0.4694939620920154,Sao Domingos do Capim,1507201,Para,São Domingos do Capim,1507201,capinense,ORIVALDO DAS NEVES OLIVEIRA,1686.765,30599.0,18.14,32449.0,96.4,0.532,9.9,150565725.31,141035385.5,13579.38,1.534344135729976e-05,Baixo
2020,2.139077068148325,Sao Domingos do Capim,1507201,Para,São Domingos do Capim,1507201,capinense,ORIVALDO DAS NEVES OLIVEIRA,1686.765,30599.0,18.14,32449.0,96.4,0.532,9.9,150565725.31,141035385.5,13579.38,6.990676388601997e-05,Baixo
2021,1.1899957282625426,Sao Domingos do Capim,1507201,Para,São Domingos do Capim,1507201,capinense,ORIVALDO DAS NEVES OLIVEIRA,1686.765,30599.0,18.14,32449.0,96.4,0.532,9.9,150565725.31,141035385.5,13579.38,3.889002020531856e-05,Baixo
2022,0.8270798519998384,Sao Domingos do Capim,1507201,Para,São Domingos do Capim,1507201,capinense,ORIVALDO DAS NEVES OLIVEIRA,1686.765,30599.0,18.14,32449.0,96.4,0.532,9.9,150565725.31,141035385.5,13579.38,2.702963665478736e-05,Baixo
2023,1.7990764001348778,Sao Domingos do Capim,1507201,Para,São Domingos do Capim,1507201,capinense,ORIVALDO DAS NEVES OLIVEIRA,1686.765,30599.0,18.14,32449.0,96.4,0.532,9.9,150565725.31,141035385.5,13579.38,5.8795267823617696e-05,Baixo
2024,1.156657929983758,Sao Domingos do Capim,1507201,Para,São Domingos do Capim,1507201,capinense,ORIVALDO DAS NEVES OLIVEIRA,1686.765,30599.0,18.14,32449.0,96.4,0.532,9.9,150565725.31,141035385.5,13579.38,3.7800514068556424e-05,Baixo
2007,15483.574951884486,Sao Felix do Xingu,1507300,Para,São Félix do Xingu,1507300,xinguense,FABRICIO BATISTA FERREIRA,84212.901,65418.0,0.78,65957.0,77.9,0.594,12.55,407534540.33,382814789.7,14802.13,0.23668676743227376,Médio
2008,758.8403653973004,Sao Felix do Xingu,1507300,Para,São Félix do Xingu,1507300,xinguense,FABRICIO BATISTA FERREIRA,84212.901,65418.0,0.78,65957.0,77.9,0.594,12.55,407534540.33,382814789.7,14802.13,0.011599871066026175,Médio
2009,439.6990590975837,Sao Felix do Xingu,1507300,Para,São Félix do Xingu,1507300,xinguense,FABRICIO BATISTA FERREIRA,84212.901,65418.0,0.78,65957.0,77.9,0.594,12.55,407534540.33,382814789.7,14802.13,0.006721377282973856,Médio
2010,349.57484551257045,Sao Felix do Xingu,1507300,Para,São Félix do Xingu,1507300,xinguense,FABRICIO BATISTA FERREIRA,84212.901,65418.0,0.78,65957.0,77.9,0.594,12.55,407534540.33,382814789.7,14802.13,0.005343710378069804,Médio
2011,139.39102280182254,Sao Felix do Xingu,1507300,Para,São Félix do Xingu,1507300,xinguense,FABRICIO BATISTA FERREIRA,84212.901,65418.0,0.78,65957.0,77.9,0.594,12.55,407534540.33,382814789.7,14802.13,0.002130774753153911,Médio
2012,167.67119784066287,Sao Felix do Xingu,1507300,Para,São Félix do Xingu,1507300,xinguense,FABRICIO BATISTA FERREIRA,84212.901,65418.0,0.78,65957.0,77.9,0.594,12.55,407534540.33,382814789.7,14802.13,0.0025630743501889827,Médio
2013,221.32101377343548,Sao Felix do Xingu,1507300,Para,São Félix do Xingu,1507300,xinguense,FABRICIO BATISTA FERREIRA,84212.901,65418.0,0.78,65957.0,77.9,0.594,12.55,407534540.33,382814789.7,14802.13,0.003383182209383281,Médio
2014,152.78888101307788,Sao Felix do Xingu,1507300,Para,São Félix do Xingu,1507300,xinguense,FABRICIO BATISTA FERREIRA,84212.901,65418.0,0.78,65957.0,77.9,0.594,12.55,407534540.33,382814789.7,14802.13,0.002335578602419485,Médio
2015,199.4021752724151,Sao Felix do Xingu,1507300,Para,São Félix do Xingu,1507300,xinguense,FABRICIO BATISTA FERREIRA,84212.901,65418.0,0.78,65957.0,77.9,0.594,12.55,407534540.33,382814789.7,14802.13,0.00304812399144601,Médio
2016,314.9485978505738,Sao Felix do Xingu,1507300,Para,São Félix do Xingu,1507300,xinguense,FABRICIO BATISTA FERREIRA,84212.901,65418.0,0.78,65957.0,77.9,0.594,12.55,407534540.33,382814789.7,14802.13,0.0048144027309085236,Médio
2017,236.65140731050155,Sao Felix do Xingu,1507300,Para,São Félix do Xingu,1507300,xinguense,FABRICIO BATISTA FERREIRA,84212.901,65418.0,0.78,65957.0,77.9,0.594,12.55,407534540.33,382814789.7,14802.13,0.003617527397818667,Médio
2018,277.13641549198417,Sao Felix do Xingu,1507300,Para,São Félix do Xingu,1507300,xinguense,FABRICIO BATISTA FERREIRA,84212.901,65418.0,0.78,65957.0,77.9,0.594,12.55,407534540.33,382814789.7,14802.13,0.004236393889938307,Médio
2019,544.941382773293,Sao Felix do Xingu,1507300,Para,São Félix do Xingu,1507300,xinguense,FABRICIO BATISTA FERREIRA,84212.901,65418.0,0.78,65957.0,77.9,0.594,12.55,407534540.33,382814789.7,14802.13,0.008330144345184703,Médio
2020,608.8431833448917,Sao Felix do Xingu,1507300,Para,São Félix do Xingu,1507300,xinguense,FABRICIO BATISTA FERREIRA,84212.901,65418.0,0.78,65957.0,77.9,0.594,12.55,407534540.33,382814789.7,14802.13,0.009306967246704144,Médio
2021,576.9612510600888,Sao Felix do Xingu,1507300,Para,São Félix do Xingu,1507300,xinguense,FABRICIO BATISTA FERREIRA,84212.901,65418.0,0.78,65957.0,77.9,0.594,12.55,407534540.33,382814789.7,14802.13,0.008819610062369513,Médio
2022,534.5203349175252,Sao Felix do Xingu,1507300,Para,São Félix do Xingu,1507300,xinguense,FABRICIO BATISTA FERREIRA,84212.901,65418.0,0.78,65957.0,77.9,0.594,12.55,407534540.33,382814789.7,14802.13,0.008170844949670202,Médio
2023,314.1950101911673,Sao Felix do Xingu,1507300,Para,São Félix do Xingu,1507300,xinguense,FABRICIO BATISTA FERREIRA,84212.901,65418.0,0.78,65957.0,77.9,0.594,12.55,407534540.33,382814789.7,14802.13,0.004802883154348456,Médio
2024,100.33326154152036,Sao Felix do Xingu,1507300,Para,São Félix do Xingu,1507300,xinguense,FABRICIO BATISTA FERREIRA,84212.901,65418.0,0.78,65957.0,77.9,0.594,12.55,407534540.33,382814789.7,14802.13,0.0015337256036797265,Médio
2007,412.35000096623105,Sao Francisco do Para,1507409,Para,São Francisco do Pará,1507409,franciscano,ANTONIO RONALDO NOBRE DO NASCIMENTO,479.441,14894.0,31.07,15418.0,97.7,0.608,15.15,65786975.6,63312775.66,16546.12,0.027685645291139455,Alto
2008,2.6248621607772984,Sao Francisco do Para,1507409,Para,São Francisco do Pará,1507409,franciscano,ANTONIO RONALDO NOBRE DO NASCIMENTO,479.441,14894.0,31.07,15418.0,97.7,0.608,15.15,65786975.6,63312775.66,16546.12,0.00017623621329241967,Alto
2009,0.1005573968064988,Sao Francisco do Para,1507409,Para,São Francisco do Pará,1507409,franciscano,ANTONIO RONALDO NOBRE DO NASCIMENTO,479.441,14894.0,31.07,15418.0,97.7,0.608,15.15,65786975.6,63312775.66,16546.12,6.751537317476756e-06,Alto
2010,0.8398293613667512,Sao Francisco do Para,1507409,Para,São Francisco do Pará,1507409,franciscano,ANTONIO RONALDO NOBRE DO NASCIMENTO,479.441,14894.0,31.07,15418.0,97.7,0.608,15.15,65786975.6,63312775.66,16546.12,5.638709288080779e-05,Alto
2011,0.1674628915267838,Sao Francisco do Para,1507409,Para,São Francisco do Pará,1507409,franciscano,ANTONIO RONALDO NOBRE DO NASCIMENTO,479.441,14894.0,31.07,15418.0,97.7,0.608,15.15,65786975.6,63312775.66,16546.12,1.1243647880138566e-05,Alto
2012,0.2448627552669878,Sao Francisco do Para,1507409,Para,São Francisco do Pará,1507409,franciscano,ANTONIO RONALDO NOBRE DO NASCIMENTO,479.441,14894.0,31.07,15418.0,97.7,0.608,15.15,65786975.6,63312775.66,16546.12,1.6440362244325754e-05,Alto
2013,0.4586065861475989,Sao Francisco do Para,1507409,Para,São Francisco do Pará,1507409,franciscano,ANTONIO RONALDO NOBRE DO NASCIMENTO,479.441,14894.0,31.07,15418.0,97.7,0.608,15.15,65786975.6,63312775.66,16546.12,3.0791364720531686e-05,Alto
2014,0.083703381092856,Sao Francisco do Para,1507409,Para,São Francisco do Pará,1507409,franciscano,ANTONIO RONALDO NOBRE DO NASCIMENTO,479.441,14894.0,31.07,15418.0,97.7,0.608,15.15,65786975.6,63312775.66,16546.12,5.619939646357996e-06,Alto
2015,0.0775658587652458,Sao Francisco do Para,1507409,Para,São Francisco do Pará,1507409,franciscano,ANTONIO RONALDO NOBRE DO NASCIMENTO,479.441,14894.0,31.07,15418.0,97.7,0.608,15.15,65786975.6,63312775.66,16546.12,5.207859457851873e-06,Alto
2016,0.3109862126888118,Sao Francisco do Para,1507409,Para,São Francisco do Pará,1507409,franciscano,ANTONIO RONALDO NOBRE DO NASCIMENTO,479.441,14894.0,31.07,15418.0,97.7,0.608,15.15,65786975.6,63312775.66,16546.12,2.0879965938553232e-05,Alto
2017,0.2423753156235668,Sao Francisco do Para,1507409,Para,São Francisco do Pará,1507409,franciscano,ANTONIO RONALDO NOBRE DO NASCIMENTO,479.441,14894.0,31.07,15418.0,97.7,0.608,15.15,65786975.6,63312775.66,16546.12,1.627335273422632e-05,Alto
2018,0.0690941015073768,Sao Francisco do Para,1507409,Para,São Francisco do Pará,1507409,franciscano,ANTONIO RONALDO NOBRE DO NASCIMENTO,479.441,14894.0,31.07,15418.0,97.7,0.608,15.15,65786975.6,63312775.66,16546.12,4.63905609690995e-06,Alto
2019,0.0,Sao Francisco do Para,1507409,Para,São Francisco do Pará,1507409,franciscano,ANTONIO RONALDO NOBRE DO NASCIMENTO,479.441,14894.0,31.07,15418.0,97.7,0.608,15.15,65786975.6,63312775.66,16546.12,0.0,Alto
2020,0.2089119958087086,Sao Francisco do Para,1507409,Para,São Francisco do Pará,1507409,franciscano,ANTONIO RONALDO NOBRE DO NASCIMENTO,479.441,14894.0,31.07,15418.0,97.7,0.608,15.15,65786975.6,63312775.66,16546.12,1.4026587606331986e-05,Alto
2021,0.2358044070157621,Sao Francisco do Para,1507409,Para,São Francisco do Pará,1507409,franciscano,ANTONIO RONALDO NOBRE DO NASCIMENTO,479.441,14894.0,31.07,15418.0,97.7,0.608,15.15,65786975.6,63312775.66,16546.12,1.5832174500856863e-05,Alto
2022,0.2234680677677903,Sao Francisco do Para,1507409,Para,São Francisco do Pará,1507409,franciscano,ANTONIO RONALDO NOBRE DO NASCIMENTO,479.441,14894.0,31.07,15418.0,97.7,0.608,15.15,65786975.6,63312775.66,16546.12,1.5003898735584148e-05,Alto
